"","sim","abund","rank","source","dat","site","singletons","s0","n0","nparts"
"4121",1438,2,4,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4122",1441,2,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4123",1441,2,3,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4124",1443,2,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4125",1443,2,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4126",1443,2,3,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4127",1443,2,4,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4128",1444,2,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4129",1445,2,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4130",1445,2,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4131",1445,2,3,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4132",1446,2,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4133",1447,2,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4134",1448,2,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4135",1448,2,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4136",1449,2,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4137",1449,2,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4138",1449,2,3,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4139",1457,2,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4140",1457,2,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4141",1460,2,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4142",1460,2,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4143",1465,2,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4144",1465,2,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4145",1469,2,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4146",1469,2,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4147",1469,2,3,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4148",1471,2,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4149",1474,2,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4150",1476,2,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4151",1477,2,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4152",1478,2,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4153",1478,2,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4154",1478,2,3,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4155",1478,2,4,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4156",1479,2,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4157",1479,2,3,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4158",1480,2,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4159",1480,2,3,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4160",1482,2,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4161",1482,2,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4162",1483,2,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4163",1484,2,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4164",1484,2,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4165",1486,2,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4166",1486,2,3,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4167",1489,2,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4168",1495,2,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4169",1496,2,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4170",1496,2,3,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4171",1498,2,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4172",1498,2,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4173",1502,2,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4174",1502,2,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4175",1504,2,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4176",1504,2,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4177",1507,2,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4178",1510,2,3,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4179",1510,2,4,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4180",1514,2,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4181",1514,2,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4182",1514,2,3,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4183",1514,2,4,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4184",1515,2,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4185",1517,2,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4186",1521,2,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4187",1523,2,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4188",1523,2,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4189",1527,2,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4190",1527,2,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4191",1529,2,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4192",1529,2,3,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4193",1531,2,4,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4194",1532,2,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4195",1533,2,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4196",1534,2,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4197",1535,2,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4198",1542,2,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4199",1542,2,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4200",1544,2,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4201",1545,2,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4202",1545,2,3,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4203",1547,2,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4204",1547,2,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4205",1547,2,3,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4206",1547,2,4,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4207",1549,2,3,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4208",1550,2,3,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4209",1551,2,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4210",1551,2,3,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4211",1552,2,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4212",1552,2,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4213",1552,2,3,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4214",1553,2,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4215",1554,2,4,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4216",1555,2,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4217",1555,2,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4218",1556,2,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4219",1558,2,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4220",1558,2,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4221",1559,2,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4222",1560,2,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4223",1564,2,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4224",1564,2,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4225",1565,2,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4226",1565,2,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4227",1569,2,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4228",1569,2,3,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4229",1569,2,4,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4230",1574,2,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4231",1574,2,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4232",1574,2,3,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4233",1576,2,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4234",1576,2,3,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4235",1577,2,3,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4236",1579,2,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4237",1580,2,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4238",1580,2,3,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4239",1580,2,4,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4240",1582,2,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4241",1582,2,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4242",1582,2,3,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4243",1583,2,3,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4244",1585,2,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4245",1585,2,3,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4246",1588,2,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4247",1590,2,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4248",1590,2,3,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4249",1591,2,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4250",1591,2,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4251",1599,2,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4252",1599,2,3,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4253",1600,2,4,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4254",1600,2,5,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4255",1604,2,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4256",1605,2,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4257",1607,2,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4258",1608,2,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4259",1609,2,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4260",1609,2,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4261",1611,2,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4262",1611,2,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4263",1611,2,3,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4264",1612,2,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4265",1616,2,5,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4266",1617,2,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4267",1617,2,3,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4268",1617,2,4,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4269",1618,2,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4270",1618,2,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4271",1619,2,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4272",1621,2,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4273",1625,2,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4274",1625,2,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4275",1625,2,3,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4276",1626,2,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4277",1626,2,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4278",1626,2,3,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4279",1628,2,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4280",1631,2,3,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4281",1632,2,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4282",1633,2,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4283",1639,2,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4284",1641,2,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4285",1647,2,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4286",1649,2,3,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4287",1656,2,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4288",1656,2,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4289",1656,2,3,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4290",1658,2,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4291",1658,2,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4292",1659,2,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4293",1662,2,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4294",1662,2,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4295",1662,2,3,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4296",1662,2,4,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4297",1663,2,3,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4298",1664,2,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4299",1665,2,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4300",1665,2,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4301",1666,2,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4302",1670,2,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4303",1670,2,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4304",1670,2,3,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4305",1673,2,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4306",1674,2,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4307",1674,2,3,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4308",1675,2,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4309",1676,2,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4310",1677,2,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4311",1679,2,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4312",1679,2,3,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4313",1680,2,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4314",1680,2,3,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4315",1680,2,4,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4316",1686,2,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4317",1686,2,3,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4318",1687,2,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4319",1689,2,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4320",1689,2,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4321",1689,2,3,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4322",1690,2,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4323",1690,2,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4324",1694,2,3,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4325",1697,2,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4326",1697,2,3,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4327",1699,2,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4328",1700,2,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4329",1706,2,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4330",1706,2,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4331",1707,2,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4332",1709,2,3,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4333",1711,2,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4334",1711,2,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4335",1713,2,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4336",1713,2,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4337",1714,2,3,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4338",1716,2,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4339",1716,2,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4340",1717,2,3,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4341",1718,2,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4342",1719,2,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4343",1719,2,3,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4344",1721,2,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4345",1721,2,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4346",1722,2,3,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4347",1724,2,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4348",1726,2,3,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4349",1726,2,4,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4350",1727,2,3,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4351",1727,2,4,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4352",1727,2,5,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4353",1729,2,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4354",1729,2,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4355",1729,2,3,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4356",1731,2,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4357",1732,2,3,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4358",1732,2,4,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4359",1735,2,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4360",1736,2,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4361",1736,2,3,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4362",1738,2,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4363",1738,2,3,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4364",1739,2,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4365",1739,2,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4366",1740,2,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4367",1743,2,4,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4368",1743,2,5,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4369",1744,2,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4370",1745,2,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4371",1745,2,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4372",1745,2,3,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4373",1746,2,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4374",1749,2,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4375",1750,2,4,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4376",1757,2,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4377",1757,2,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4378",1758,2,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4379",1760,2,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4380",1760,2,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4381",1760,2,3,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4382",1761,2,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4383",1761,2,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4384",1763,2,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4385",1764,2,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4386",1764,2,3,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4387",1765,2,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4388",1765,2,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4389",1765,2,3,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4390",1765,2,4,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4391",1766,2,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4392",1766,2,3,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4393",1769,2,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4394",1769,2,3,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4395",1769,2,4,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4396",1770,2,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4397",1771,2,3,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4398",1773,2,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4399",1774,2,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4400",1776,2,3,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4401",1776,2,4,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4402",1777,2,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4403",1781,2,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4404",1781,2,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4405",1782,2,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4406",1782,2,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4407",1782,2,3,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4408",1783,2,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4409",1783,2,3,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4410",1785,2,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4411",1789,2,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4412",1792,2,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4413",1792,2,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4414",1793,2,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4415",1795,2,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4416",1796,2,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4417",1797,2,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4418",1798,2,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4419",1798,2,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4420",1798,2,3,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4421",1798,2,4,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4422",1801,2,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4423",1802,2,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4424",1804,2,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4425",1804,2,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4426",1804,2,3,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4427",1805,2,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4428",1805,2,3,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4429",1805,2,4,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4430",1805,2,5,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4431",1806,2,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4432",1807,2,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4433",1807,2,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4434",1807,2,3,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4435",1808,2,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4436",1810,2,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4437",1812,2,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4438",1812,2,3,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4439",1814,2,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4440",1818,2,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4441",1820,2,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4442",1822,2,3,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4443",1823,2,3,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4444",1825,2,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4445",1826,2,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4446",1827,2,3,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4447",1827,2,4,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4448",1828,2,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4449",1828,2,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4450",1828,2,3,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4451",1829,2,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4452",1829,2,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4453",1829,2,3,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4454",1829,2,4,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4455",1829,2,5,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4456",1833,2,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4457",1835,2,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4458",1836,2,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4459",1838,2,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4460",1838,2,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4461",1838,2,3,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4462",1840,2,3,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4463",1842,2,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4464",1842,2,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4465",1846,2,3,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4466",1846,2,4,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4467",1848,2,4,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4468",1849,2,1,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
"4469",1849,2,2,"sampled","fia_small","16059000010",FALSE,7,50,"8946"
